구,연도,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구,1인가구수,단독주택_계,단독주택_남자,단독주택_여자,아파트_계,아파트_남자,아파트_여자,연립주택_계,연립주택_남자,연립주택_여자,다세대주택_계,다세대주택_남자,다세대주택_여자,비주거용 건물내 주택_계,비주거용 건물내 주택_남자,비주거용 건물내 주택_여자,일반수급자 65 ~ 69세,일반수급자 70 ~ 74세,일반수급자 75 ~ 79세,일반수급자 80세 이상,값,기초생활수급자비율,저소득노인_65~79비율,저소득노인_80이상비율,노령화지수,총인구,총인구_남자,총인구_여자,전년 대비 증감,증감률,1인가구_비율,65세 이상,0~14세,소비자물가
관악구,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145433.0,41529.0,33950.0,15041.0,6135.0,8906.0,1392.0,633.0,759.0,15872.0,7461.0,8411.0,12074.0,6892.0,5182.0,25575.0,2493.0,1891.0,1741.0,2902.0,45.0,10.93,4.58,11.55,49.64,496743.0,248148.0,248595.0,9178.0,6.7,28.45,14874.0,29963.0,107.72
관악구,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150745.0,43010.0,34448.0,15528.0,6313.0,9215.0,1482.0,669.0,813.0,16761.0,7883.0,8878.0,12533.0,7104.0,5429.0,26983.0,2735.0,2041.0,1907.0,3103.0,37.0,7.42,2.26,5.66,57.88,493677.0,246553.0,247124.0,5312.0,3.7,29.54,16018.0,27673.0,111.59
광진구,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44641.2,15458.4,16145.9,2158.3,954.6,1203.6,357.1,145.6,211.6,5422.4,2352.7,3069.6,2096.6,1010.4,1086.1,3002.6,-100.1,190.9,246.9,61.9,14.6,44.76,7.76,14.61,5.43,374155.4,183519.1,190636.3,1048.2,2.7,13.02,4387.4,43362.7,89.257
광진구,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47670.3,15886.0,16365.2,2545.6,1074.1,1471.5,411.4,163.3,248.1,6528.6,2814.2,3714.4,2170.6,1069.0,1101.6,3762.8,91.5,293.3,323.0,213.3,15.5,41.22,7.53,14.55,8.64,370885.4,181401.8,189483.6,1320.9,3.0,13.8,4930.0,41452.2,91.477
광진구,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50699.3,16313.7,16584.6,2932.9,1193.6,1739.3,465.6,181.0,284.6,7634.9,3275.7,4359.1,2244.7,1127.6,1117.1,4523.0,283.1,395.7,399.1,364.7,16.4,37.69,7.3,14.49,11.86,367615.4,179284.6,188330.9,1593.6,3.3,14.59,5472.7,39541.7,93.696
광진구,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54866.0,16999.0,17027.0,3512.0,1415.0,2097.0,566.0,219.0,347.0,8835.0,3850.0,4985.0,2364.0,1250.0,1114.0,5563.0,486.0,470.0,433.0,482.0,15.0,46.09,7.69,15.58,16.55,363934.0,177156.0,186778.0,1697.0,3.2,15.83,6202.0,37469.0,97.645
광진구,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56337.0,17100.0,16925.0,3591.0,1359.0,2232.0,585.0,218.0,367.0,9655.0,4129.0,5526.0,2394.0,1222.0,1172.0,6087.0,662.0,611.0,552.0,709.0,21.0,31.42,8.11,16.36,18.15,362304.0,175762.0,186542.0,1471.0,2.7,16.23,6534.0,36007.0,99.086
광진구,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58714.0,17395.0,16962.0,4142.0,1565.0,2577.0,557.0,200.0,357.0,10857.0,4551.0,6306.0,2432.0,1282.0,1150.0,6369.0,811.0,694.0,674.0,830.0,18.0,13.74,7.56,14.25,20.38,359766.0,174027.0,185739.0,2377.0,4.2,16.59,6926.0,33983.0,99.466
광진구,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62301.0,17899.0,17469.0,4296.0,1606.0,2690.0,663.0,250.0,413.0,12125.0,5072.0,7053.0,2473.0,1280.0,1193.0,7376.0,1055.0,832.0,725.0,948.0,20.0,12.67,3.95,12.89,23.58,353967.0,169925.0,184042.0,3587.0,6.1,17.32,7502.0,31809.0,100.0
광진구,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66140.0,18429.0,17775.0,4694.0,1700.0,2994.0,731.0,266.0,465.0,13392.0,5679.0,7713.0,2674.0,1475.0,1199.0,8445.0,1306.0,945.0,791.0,1136.0,22.0,17.85,2.84,8.94,27.65,347099.0,166469.0,180630.0,3839.0,6.2,18.26,8187.0,29611.0,102.5
광진구,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69391.0,18909.0,17968.0,5407.0,1992.0,3415.0,813.0,307.0,506.0,14410.0,6111.0,8299.0,2638.0,1431.0,1207.0,9246.0,1431.0,1009.0,835.0,1264.0,24.0,31.46,6.2,12.07,31.66,346519.0,165843.0,180676.0,3251.0,4.9,19.07,8851.0,27958.0,107.72
광진구,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71959.0,19440.0,18108.0,5732.0,2063.0,3669.0,862.0,303.0,559.0,15145.0,6460.0,8685.0,2812.0,1593.0,1219.0,9860.0,1597.0,1077.0,916.0,1423.0,20.0,11.73,8.42,19.64,35.15,348160.0,166527.0,181633.0,2568.0,3.7,20.67,9302.0,26461.0,111.59
구로구,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31897.1,7269.4,6269.6,6392.9,2514.2,3878.7,718.7,207.3,511.4,2409.9,1179.7,1230.1,853.3,449.0,404.3,7983.4,-67.4,190.7,340.1,-110.3,14.9,22.76,17.44,38.27,4.54,445586.6,223893.6,221693.0,541.3,2.5,7.25,4801.5,55255.4,89.257
구로구,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35179.1,7423.3,6350.8,7608.7,3017.2,4591.5,855.2,280.7,574.5,3141.1,1511.9,1629.1,860.1,461.8,398.3,8940.0,123.8,333.5,451.5,144.3,15.7,22.14,15.66,34.73,7.81,443114.8,222358.6,220756.1,909.7,3.0,8.04,5677.2,53166.2,91.477
구로구,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38461.0,7577.1,6432.0,8824.4,3520.1,5304.3,991.7,354.1,637.6,3872.3,1844.1,2028.1,866.9,474.6,392.3,9896.6,314.9,476.3,562.9,398.9,16.4,21.52,13.89,31.18,11.09,440643.0,220823.7,219819.3,1278.1,3.5,8.83,6552.9,51077.1,93.696
구로구,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42984.0,7840.0,6693.0,10017.0,4032.0,5985.0,1155.0,462.0,693.0,4905.0,2314.0,2591.0,939.0,523.0,416.0,11435.0,590.0,660.0,686.0,681.0,15.0,21.96,7.1,14.62,15.72,436869.0,218428.0,218441.0,929.0,2.2,10.14,7741.0,49240.0,97.645
구로구,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44151.0,7777.0,6419.0,11042.0,4419.0,6623.0,1235.0,467.0,768.0,5248.0,2506.0,2742.0,865.0,494.0,371.0,11565.0,665.0,723.0,759.0,880.0,20.0,18.08,20.63,45.52,17.81,433765.0,217086.0,216679.0,1167.0,2.7,10.11,8238.0,46263.0,99.086
구로구,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47740.0,7940.0,6595.0,12611.0,5067.0,7544.0,1385.0,543.0,842.0,5759.0,2679.0,3080.0,918.0,541.0,377.0,12532.0,818.0,903.0,901.0,1154.0,18.0,18.68,4.58,12.01,19.88,435560.0,217373.0,218187.0,3589.0,8.1,11.01,8981.0,45177.0,99.466
구로구,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50971.0,8183.0,6728.0,13837.0,5606.0,8231.0,1579.0,680.0,899.0,6556.0,3014.0,3542.0,757.0,435.0,322.0,13331.0,1019.0,1050.0,1011.0,1398.0,20.0,27.52,6.08,21.2,22.98,435442.0,216855.0,218587.0,3231.0,6.8,11.7,9853.0,42885.0,100.0
구로구,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54980.0,8480.0,6917.0,14864.0,6017.0,8847.0,1640.0,716.0,924.0,7721.0,3605.0,4116.0,892.0,537.0,355.0,14466.0,1306.0,1164.0,1146.0,1694.0,21.0,9.62,3.54,10.22,26.8,426220.0,212275.0,213945.0,4009.0,7.9,12.63,10842.0,40460.0,102.5
구로구,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58977.0,8544.0,6967.0,16400.0,6682.0,9718.0,1808.0,798.0,1010.0,8450.0,3949.0,4501.0,898.0,531.0,367.0,15910.0,1508.0,1333.0,1218.0,1948.0,23.0,18.44,3.03,8.74,30.69,424038.0,210737.0,213301.0,3997.0,7.3,13.84,11845.0,38592.0,107.72
구로구,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61318.0,8585.0,6978.0,17041.0,6901.0,10140.0,1962.0,869.0,1093.0,8941.0,4144.0,4797.0,989.0,619.0,370.0,16822.0,1649.0,1499.0,1338.0,2165.0,19.0,18.94,2.63,6.63,35.38,423397.0,210034.0,213363.0,2341.0,4.0,14.48,12889.0,36428.0,111.59
금천구,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21364.9,7731.0,6175.6,3311.5,1733.4,1578.1,359.4,129.5,229.9,1457.5,742.5,715.0,944.1,640.9,303.3,1385.8,138.3,414.3,551.9,32.6,18.6,17.78,13.74,25.7,6.01,252456.9,129354.9,123102.1,1545.6,6.4,8.42,3703.7,26560.1,89.257
금천구,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24875.3,7897.0,6272.6,3904.8,1965.9,1938.9,435.1,168.2,266.9,2322.2,1180.0,1142.1,956.4,637.4,318.9,3087.3,298.3,503.8,617.6,233.7,19.6,17.95,12.91,24.68,11.36,251782.7,128824.5,122958.2,1771.4,6.5,9.87,4277.6,25370.9,91.477
금천구,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28385.7,8063.0,6369.6,4498.0,2198.3,2299.7,510.9,206.9,304.0,3186.9,1617.6,1569.3,968.6,634.0,334.6,4788.9,458.3,593.3,683.4,434.9,20.7,18.12,12.09,23.66,16.71,251108.6,128294.1,122814.4,1997.3,6.7,11.31,4851.4,24181.7,93.696
금천구,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32928.0,8356.0,6594.0,4891.0,2260.0,2631.0,633.0,268.0,365.0,4079.0,2030.0,2049.0,1058.0,688.0,370.0,7317.0,676.0,692.0,713.0,638.0,19.0,30.12,8.59,14.5,24.4,249930.0,127252.0,122678.0,1200.0,3.8,13.18,5632.0,23079.0,97.645
금천구,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34564.0,8231.0,6471.0,6178.0,3041.0,3137.0,621.0,262.0,359.0,4813.0,2458.0,2355.0,937.0,592.0,345.0,7313.0,778.0,741.0,818.0,825.0,26.0,11.93,14.77,29.54,27.32,249344.0,127278.0,122066.0,1636.0,5.0,13.86,5968.0,21842.0,99.086
금천구,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37778.0,8631.0,6606.0,5960.0,2727.0,3233.0,711.0,302.0,409.0,5651.0,2891.0,2760.0,1035.0,621.0,414.0,9184.0,880.0,887.0,926.0,1038.0,23.0,11.91,9.58,23.23,31.08,249747.0,127242.0,122505.0,3214.0,9.3,15.15,6402.0,20600.0,99.466
금천구,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42334.0,8608.0,6723.0,6641.0,2974.0,3667.0,824.0,375.0,449.0,6661.0,3392.0,3269.0,898.0,562.0,336.0,11979.0,1046.0,960.0,964.0,1244.0,25.0,15.84,8.38,19.44,36.39,249419.0,126490.0,122929.0,4556.0,12.1,17.11,6998.0,19233.0,100.0
금천구,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46827.0,8870.0,6807.0,7705.0,3433.0,4272.0,898.0,419.0,479.0,7843.0,3983.0,3860.0,1065.0,634.0,431.0,13639.0,1267.0,1041.0,1009.0,1451.0,27.0,17.87,5.0,17.77,42.27,247398.0,125468.0,121930.0,4493.0,10.6,18.94,7688.0,18186.0,102.5
금천구,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50528.0,9240.0,7067.0,8271.0,3719.0,4552.0,955.0,421.0,534.0,8534.0,4295.0,4239.0,1027.0,596.0,431.0,15434.0,1446.0,1104.0,1054.0,1657.0,30.0,19.02,8.8,18.31,49.26,247185.0,125201.0,121984.0,3701.0,7.9,20.22,8406.0,17065.0,107.72
금천구,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52033.0,9153.0,7035.0,8451.0,3742.0,4709.0,1055.0,484.0,571.0,8938.0,4525.0,4413.0,1102.0,649.0,453.0,16299.0,1595.0,1234.0,1142.0,1823.0,25.0,25.02,6.4,14.29,55.95,245860.0,124278.0,121582.0,1505.0,3.0,21.16,8934.0,15969.0,111.59
노원구,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40156.9,5653.5,5472.8,22615.1,7718.3,14896.9,483.9,219.5,264.4,3139.9,1521.9,1618.0,757.6,428.4,329.2,2034.0,694.4,1005.6,1443.3,158.9,23.9,41.9,20.06,27.31,6.28,567653.4,276852.1,290801.3,1505.4,3.9,8.9,8983.7,77765.7,89.257
노원구,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42971.0,5765.8,5491.0,24813.5,8570.1,16243.4,529.1,238.3,290.8,3462.6,1675.9,1786.7,789.1,452.3,336.8,2119.9,1026.0,1258.9,1629.9,706.6,25.1,39.85,18.1,25.44,10.0,558887.0,272094.7,286792.3,1674.3,4.0,9.26,10149.0,74399.2,91.477
노원구,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45785.1,5878.0,5509.3,27011.9,9422.0,17589.9,574.3,257.1,317.1,3785.3,1829.9,1955.4,820.7,476.3,344.4,2205.7,1357.7,1512.1,1816.4,1254.3,26.4,37.8,16.14,23.56,13.73,550120.7,267337.4,282783.3,1843.3,4.1,9.62,11314.3,71032.7,93.696
노원구,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49265.0,6127.0,5610.0,29566.0,10388.0,19178.0,640.0,291.0,349.0,4164.0,1992.0,2172.0,863.0,500.0,363.0,2295.0,1712.0,1689.0,1854.0,1864.0,24.0,39.24,11.36,15.59,18.66,543499.0,263655.0,279844.0,1624.0,3.4,9.99,12746.0,68323.0,97.645
노원구,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51280.0,6159.0,5630.0,31115.0,11058.0,20057.0,639.0,276.0,363.0,4429.0,2148.0,2281.0,871.0,529.0,342.0,2437.0,1959.0,1990.0,2192.0,2299.0,33.0,25.99,11.71,13.12,21.18,534096.0,258737.0,275359.0,2015.0,4.1,10.33,13567.0,64067.0,99.086
노원구,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53365.0,6192.0,5418.0,33073.0,11699.0,21374.0,701.0,301.0,400.0,4632.0,2221.0,2411.0,944.0,564.0,380.0,2405.0,2273.0,2301.0,2465.0,2839.0,29.0,32.69,11.9,23.34,24.19,522480.0,252662.0,269818.0,2085.0,4.1,10.59,14604.0,60377.0,99.466
노원구,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56438.0,5846.0,5447.0,35828.0,12899.0,22929.0,771.0,353.0,418.0,5127.0,2492.0,2635.0,883.0,507.0,376.0,2536.0,2722.0,2621.0,2703.0,3345.0,32.0,21.09,14.31,34.28,27.53,511982.0,246317.0,265665.0,3073.0,5.8,11.02,15819.0,57456.0,100.0
노원구,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60647.0,6578.0,5657.0,38532.0,13925.0,24607.0,791.0,350.0,441.0,5402.0,2629.0,2773.0,1016.0,648.0,368.0,2671.0,3218.0,2861.0,2852.0,4136.0,34.0,44.81,4.17,11.82,31.76,503929.0,242171.0,261758.0,4209.0,7.5,11.61,17188.0,54122.0,102.5
노원구,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63022.0,6705.0,5580.0,40546.0,14605.0,25941.0,856.0,365.0,491.0,5719.0,2739.0,2980.0,1013.0,626.0,387.0,2603.0,3325.0,3066.0,2836.0,4668.0,38.0,30.13,3.45,10.64,36.04,496423.0,238120.0,258303.0,2375.0,3.9,11.8,18296.0,50770.0,107.72
노원구,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65275.0,6682.0,5734.0,41977.0,15232.0,26745.0,887.0,391.0,496.0,6059.0,2899.0,3160.0,1039.0,631.0,408.0,2897.0,3582.0,3149.0,3037.0,4964.0,31.0,13.32,1.13,3.56,40.98,492979.0,236495.0,256484.0,2253.0,3.6,12.01,19608.0,47852.0,111.59
도봉구,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22605.1,5362.0,5688.1,6679.1,2177.3,4501.9,338.1,128.0,210.1,2875.4,1234.3,1641.1,537.9,295.1,242.8,1124.4,-88.5,299.5,475.2,-68.1,10.0,57.4,8.36,22.13,4.31,350628.4,171634.5,178993.9,1030.1,4.7,5.99,5091.1,42850.3,89.257
도봉구,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24718.0,5525.4,5753.3,7440.8,2456.7,4984.1,408.6,158.4,250.2,3581.9,1528.3,2053.6,543.4,297.7,245.7,1464.7,115.3,413.4,562.9,200.5,10.6,53.74,8.04,21.24,9.12,344895.6,168549.7,176345.8,1173.4,4.9,6.86,5873.4,40821.5,91.477
도봉구,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26830.9,5688.7,5818.6,8202.4,2736.1,5466.3,479.0,188.7,290.3,4288.3,1822.3,2466.0,548.9,300.3,248.6,1805.0,319.0,527.3,650.6,469.1,11.1,50.07,7.73,20.36,13.93,339162.7,165465.0,173697.7,1316.7,5.0,7.73,6655.7,38792.7,93.696
도봉구,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29469.0,5907.0,5942.0,8970.0,3068.0,5902.0,589.0,243.0,346.0,5180.0,2214.0,2966.0,556.0,302.0,254.0,2325.0,602.0,651.0,726.0,740.0,10.0,29.28,7.43,19.99,20.92,332586.0,161944.0,170642.0,1173.0,4.1,8.86,7714.0,36873.0,97.645
도봉구,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30848.0,5881.0,5884.0,9737.0,3302.0,6435.0,626.0,250.0,376.0,5745.0,2408.0,3337.0,537.0,279.0,258.0,2438.0,711.0,753.0,829.0,1048.0,14.0,43.79,7.77,20.33,23.45,328243.0,159569.0,168674.0,1379.0,4.7,9.4,8176.0,34863.0,99.086
도봉구,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32653.0,6185.0,5952.0,10374.0,3473.0,6901.0,654.0,254.0,400.0,6131.0,2558.0,3573.0,601.0,334.0,267.0,2756.0,854.0,861.0,920.0,1248.0,12.0,72.65,6.74,17.78,27.07,323543.0,156961.0,166582.0,1805.0,5.9,10.09,8828.0,32614.0,99.466
도봉구,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34884.0,6392.0,6105.0,11176.0,3775.0,7401.0,700.0,280.0,420.0,6967.0,2966.0,4001.0,535.0,295.0,240.0,3009.0,1093.0,988.0,997.0,1491.0,14.0,28.31,6.85,14.44,31.44,315979.0,153080.0,162899.0,2231.0,6.8,11.04,9582.0,30478.0,100.0
도봉구,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37853.0,6597.0,6227.0,12233.0,4246.0,7987.0,850.0,355.0,495.0,7848.0,3315.0,4533.0,594.0,348.0,246.0,3504.0,1354.0,1078.0,1120.0,1819.0,15.0,26.82,4.93,14.86,36.86,309200.0,149413.0,159787.0,2969.0,8.5,12.24,10502.0,28488.0,102.5
