구,연도,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구,단독주택_계,아파트_계,연립주택_계,다세대주택_계,비주거용 건물내 주택_계,값,노령화지수,총인구,총인구_남자,총인구_여자,전년 대비 증감,증감률,1인가구_비율,20세 미만,65세 이상,0~14세,소비자물가,저소득노인_65~79비율,저소득노인_80이상비율,기초생활수급자총인원,기초생활수급자비율
마포구,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10167,4369,275,5285,853,13,17.67,369327,173893,195434,2411,4.2,16.09,554,7147,40457,99.466,6.33,10.91,2277,31.86
마포구,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10355,4765,313,5942,869,15,19.75,365612,171161,194451,3924,6.6,17.43,663,7636,38669,100.0,5.8,9.19,2622,34.34
마포구,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10475,5578,339,6698,850,16,22.13,365192,170867,194325,3990,6.3,18.58,485,8249,37283,102.5,4.42,8.69,3059,37.08
마포구,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10605,5969,351,7133,789,17,24.81,362408,168768,193640,2868,4.3,19.18,609,8683,35004,107.72,7.74,11.04,3152,36.3
마포구,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10844,6310,347,7302,926,14,27.6,361380,167854,193526,2082,3.0,19.55,613,9191,33305,111.59,3.37,5.27,3593,39.09
서대문구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9866,2904,383,3054,649,10,20.79,321345,151132,170213,120,0.3,13.69,797,6930,33339,97.645,6.25,11.16,1697,24.49
서대문구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10025,3048,410,3261,733,14,22.14,318874,149438,169436,1377,3.2,14.07,831,7136,32236,99.086,5.12,9.07,2033,28.49
서대문구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10037,3239,440,3670,694,12,24.09,319394,149113,170281,1654,3.7,14.77,744,7517,31201,99.466,5.28,11.83,2519,33.51
서대문구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10227,3790,439,3882,694,13,25.58,317209,148696,168513,3414,7.3,15.61,988,7954,31090,100.0,4.15,11.92,2923,36.75
서대문구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10559,4156,514,4311,882,14,29.01,314547,146558,167989,2929,5.9,16.56,857,8545,29460,102.5,6.73,13.87,3478,40.7
서대문구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10676,4427,526,4512,794,16,30.95,318308,146857,171451,1496,2.8,16.89,857,9020,29142,107.72,0.92,2.99,3820,42.35
서대문구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10666,4703,547,4589,843,13,33.86,320168,147424,172744,1882,3.5,17.54,684,9552,28212,111.59,3.21,3.35,3880,40.62
서초구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6259,3974,267,3265,778,6,8.08,414550,198241,216309,1345,3.5,9.58,537,5011,62043,97.645,1.59,1.4,680,13.57
서초구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6110,4176,280,3585,767,8,8.79,409491,196064,213427,1435,3.6,10.05,504,5290,60202,99.086,1.3,1.61,811,15.33
서초구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6120,4352,263,3830,763,7,9.6,404960,194195,210765,1530,3.7,10.54,521,5602,58340,99.466,3.84,8.76,1494,26.67
서초구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6010,4343,297,4136,718,8,10.83,401749,192081,209668,1275,3.0,11.2,600,6170,56954,100.0,3.49,8.77,1698,27.52
서초구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5913,4807,333,4505,762,9,12.32,392302,187435,204867,1991,4.5,11.99,297,6743,54730,102.5,4.32,10.07,1899,28.16
서초구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5826,4950,315,4816,691,10,13.77,383181,183006,200175,812,1.8,12.13,278,7151,51932,107.72,5.5,6.72,2061,28.82
서초구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5936,5254,351,5017,744,8,15.37,385267,183751,201516,2011,4.3,12.14,261,7764,50507,111.59,2.19,3.93,2332,30.04
성동구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10794,4285,96,1458,875,9,16.73,302367,149060,153307,1993,5.4,12.92,708,5642,33732,97.645,8.27,11.26,1501,26.6
성동구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10757,4333,130,1620,898,12,18.07,306796,150623,156173,1639,4.2,13.27,758,6006,33238,99.086,6.17,11.46,1670,27.81
성동구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10639,4630,118,1607,858,11,19.95,299688,146630,153058,782,1.9,13.84,587,6296,31559,99.466,5.61,9.77,2220,35.26
성동구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10461,4907,124,1695,918,12,22.61,291918,142128,149790,1097,2.6,14.59,753,6685,29566,100.0,5.66,11.76,2605,38.97
성동구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10766,5403,143,1785,1024,13,25.64,286469,139181,147288,2361,5.5,15.69,534,7236,28220,102.5,3.31,8.29,2985,41.25
성동구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10996,5507,192,1874,1002,14,28.77,282131,136734,145397,1602,3.6,16.76,665,7740,26903,107.72,4.98,12.04,3255,42.05
성동구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11155,5684,166,2178,1081,11,32.52,277683,134488,143195,1563,3.4,17.05,593,8206,25233,111.59,2.09,5.17,3536,43.09
성북구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13503,3938,484,2983,1329,11,17.24,445417,215068,230349,126,0.2,12.44,1514,9026,52354,97.645,6.04,14.46,2529,28.02
성북구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13442,3993,476,3236,1283,15,19.03,438734,211204,227530,893,1.6,12.38,1616,9395,49379,99.086,5.52,9.89,2914,31.02
성북구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13702,4678,490,3548,1382,13,20.2,445327,213832,231495,2696,4.9,13.18,1355,9810,48562,99.466,9.6,11.54,3699,37.71
성북구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13717,5014,601,4037,1216,14,22.78,438833,209682,229151,3678,6.4,14.21,1931,10514,46162,100.0,4.9,12.54,4141,39.39
성북구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14248,5554,694,4463,1286,15,25.49,435509,207428,228081,3475,5.6,14.81,1396,11365,44582,102.5,4.1,9.51,4725,41.58
성북구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14413,6061,680,4723,1242,17,28.47,436113,207284,228829,2237,3.4,15.44,1788,12220,42920,107.72,1.98,5.84,6880,56.3
성북구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14598,6172,764,4988,1280,14,32.08,432874,205261,227613,1926,2.9,15.53,1618,13022,40594,111.59,7.03,13.73,7495,57.56
송파구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8253,4391,233,8229,989,13,9.95,633953,307723,326230,4439,8.2,9.22,282,8433,84755,97.645,5.01,10.04,1833,21.74
송파구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8089,4754,257,9100,991,18,10.97,638167,309442,328725,4603,7.8,9.78,286,9057,82584,99.086,4.22,12.26,2312,25.53
송파구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8457,5235,266,10063,1088,16,12.18,648600,313725,334875,5410,8.5,10.86,282,10026,82343,99.466,4.56,9.77,2827,28.2
송파구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8672,5275,326,10871,1132,18,13.93,643288,309802,333486,4833,7.0,11.61,284,11115,79805,100.0,2.33,7.26,3497,31.46
송파구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8767,6003,328,11741,1232,19,16.16,634720,305449,329271,5568,7.6,12.47,243,12495,77329,102.5,1.9,6.06,4186,33.5
송파구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9025,6537,364,12419,1187,21,18.1,635758,305954,329804,3211,4.1,13.08,273,13680,75568,107.72,1.01,2.68,4667,34.12
송파구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9225,6982,373,13380,1199,17,20.64,630744,303004,327740,4667,5.7,13.55,266,14961,72480,111.59,1.23,1.96,5154,34.45
양천구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6580,3223,250,3421,290,14,12.06,452111,222503,229608,210,0.6,7.51,149,7490,62121,97.645,8.32,20.69,2076,27.72
양천구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6487,3413,268,3790,323,20,13.45,445591,218975,226616,1216,3.7,7.59,149,8041,59776,99.086,6.39,16.96,3072,38.2
양천구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6620,3645,268,4219,307,18,15.21,440354,216078,224276,2041,5.9,8.61,142,8755,57546,99.466,7.86,20.83,3288,37.56
양천구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6705,4218,313,4753,330,19,17.34,439068,214978,224090,3091,8.5,9.24,144,9776,56367,100.0,5.91,24.52,3937,40.27
양천구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6955,4733,350,5369,332,21,19.99,433373,211970,221403,3537,9.0,9.92,131,10819,54121,102.5,3.6,14.69,4680,43.26
양천구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7166,4911,362,5965,353,23,23.17,426981,208521,218460,2529,5.9,10.36,145,11837,51078,107.72,3.07,11.37,5103,43.11
양천구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7308,5027,382,6291,327,19,26.46,422248,205753,216495,1604,3.5,10.57,128,12911,48793,111.59,2.79,8.92,5791,44.85
영등포구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9599,4573,123,2137,837,20,19.7,393560,196929,196631,1698,3.4,12.98,195,7764,39406,97.645,5.13,6.56,2724,35.09
영등포구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9670,4646,126,2435,901,27,20.82,395286,198031,197255,2326,4.5,13.31,186,7884,37863,99.086,3.72,5.18,2214,28.08
영등포구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10045,5011,150,2766,1029,24,22.87,394083,196903,197180,4737,8.9,14.45,251,8378,36639,99.466,4.13,8.38,2919,34.84
영등포구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10581,5778,157,3199,970,26,24.18,403619,200678,202941,5786,9.9,15.86,189,9013,37280,100.0,4.17,10.18,3455,38.33
영등포구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10840,6381,182,3612,1236,28,26.73,402984,200027,202957,5806,9.1,17.66,165,9722,36369,102.5,2.59,7.09,3455,35.54
영등포구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11271,6629,192,3920,1155,31,29.48,401805,198830,202975,4156,6.0,18.47,195,10390,35239,107.72,2.91,4.21,4297,41.36
영등포구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11429,6958,249,4078,1285,26,33.46,400544,197696,202848,3933,5.3,19.79,184,11203,33484,111.59,4.66,5.68,1514,13.51
용산구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7833,2331,295,2232,332,22,22.43,223898,108471,115427,1435,4.5,14.57,265,5199,23174,97.645,5.14,9.82,2052,39.47
용산구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7935,2331,317,2437,280,30,23.74,226938,110685,116253,1164,3.5,15.29,307,5279,22238,99.086,4.13,7.64,1758,33.3
용산구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7873,2312,328,2733,307,27,25.43,227181,110934,116247,908,2.7,15.47,252,5452,21439,99.466,3.36,7.77,2154,39.51
용산구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7851,2328,341,3175,284,29,27.13,225882,109162,116720,1733,4.9,16.64,457,5613,20688,100.0,2.46,5.1,2421,43.13
용산구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8025,2736,370,3570,389,32,29.81,221688,106910,114778,2389,6.5,17.91,140,5843,19604,102.5,3.52,5.78,2650,45.35
용산구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8212,3108,360,3894,380,35,33.19,219289,105474,113815,2167,5.5,19.29,349,6198,18677,107.72,3.59,6.09,2871,46.32
용산구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8181,3212,384,4158,410,28,37.46,214791,102923,111868,1045,2.5,18.81,315,6549,17483,111.59,0.88,2.25,3029,46.25
은평구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8130,2703,299,6110,551,23,18.65,466243,225813,240430,2095,4.7,10.27,198,10264,55045,97.645,7.05,16.47,3753,36.56
은평구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8202,2836,337,6631,562,31,20.72,462552,223452,239100,2353,5.1,10.49,235,10812,52187,99.086,6.89,16.09,4617,42.7
은평구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8560,3320,340,7017,556,28,23.28,461530,222076,239454,3926,8.0,11.44,251,11596,49813,99.466,4.22,11.74,4756,41.01
은평구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9112,3617,385,7849,524,30,26.78,463102,221828,241274,5039,9.5,12.51,235,12794,47781,100.0,5.88,19.07,1718,13.43
은평구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9265,4244,389,8598,674,33,30.82,457385,218155,239230,4594,7.9,13.65,190,13955,45280,102.5,4.45,6.14,6273,44.95
은평구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9423,4683,424,9092,651,36,35.02,454649,216315,238334,3322,5.3,14.47,231,15054,42981,107.72,3.13,8.39,6927,46.01
은평구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9434,5150,456,9425,735,29,39.56,452988,214646,238342,3081,4.7,14.87,226,16250,41081,111.59,2.69,6.59,7630,46.95
종로구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5565,1282,315,1407,444,14,26.51,157277,76670,80607,803,3.5,14.96,507,3822,14416,97.645,4.62,9.78,1256,32.86
종로구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6367,1227,314,1442,517,19,28.14,157967,77147,80820,1688,7.1,16.34,798,3912,13904,99.086,4.02,9.49,1302,33.28
종로구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5653,1409,333,1468,443,17,30.47,154969,74880,80089,-655,-2.6,16.31,507,4072,13364,99.466,6.17,10.54,1445,35.49
종로구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5611,1514,397,1696,456,19,34.31,151291,73062,78229,1312,5.3,17.46,398,4350,12679,100.0,4.12,6.9,1663,38.23
종로구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5661,1631,447,1811,487,20,39.02,148857,71367,77490,1325,5.1,18.51,328,4650,11918,102.5,4.22,8.09,1839,39.55
종로구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5669,1644,434,1876,477,22,43.47,147512,70318,77194,1116,4.1,19.44,503,4834,11121,107.72,4.4,7.33,2000,41.37
종로구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5761,1817,465,1914,498,18,49.43,146179,69579,76600,910,3.2,18.65,547,5170,10459,111.59,3.61,7.31,2231,43.15
중구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3475,2384,142,1027,452,9,30.16,127896,62195,65701,493,2.5,15.4,499,3410,11306,97.645,5.29,11.02,1112,32.61
중구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3486,2418,152,1123,461,13,32.6,129797,62975,66822,639,3.2,16.16,585,3547,10879,99.086,5.41,13.78,1416,39.92
중구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3517,2738,146,1176,447,12,35.65,130957,63406,67551,1275,6.1,17.48,489,3759,10543,99.466,5.44,12.41,1447,38.49
중구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3502,2843,171,1295,450,13,41.05,128744,62147,66597,740,3.4,18.22,435,4075,9928,100.0,4.56,11.44,1872,45.94
중구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3374,3063,162,1352,419,14,47.68,126310,60657,65653,1726,7.6,19.24,268,4459,9352,102.5,3.6,9.89,2168,48.62
중구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3257,3173,158,1505,378,15,53.89,125257,59795,65462,703,2.9,19.74,351,4797,8901,107.72,6.08,12.98,2392,49.86
중구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3741,3691,182,1668,469,12,60.91,127576,60980,66596,3046,12.1,21.8,547,5194,8528,111.59,4.66,11.24,2553,49.15
중랑구,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15574,2850,331,2712,769,26,22.81,396892,196346,200546,1826,4.0,11.98,203,9502,41660,97.645,9.46,22.14,3047,32.07
중랑구,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15407,3085,363,3177,801,36,25.68,391668,193599,198069,1664,3.5,12.56,167,10105,39355,99.086,13.1,32.29,4005,39.63
중랑구,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15866,3349,355,3503,894,31,29.32,386331,190531,195800,2989,6.1,13.51,201,10920,37243,99.466,5.54,20.87,4826,44.19
중랑구,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16400,4084,416,3997,924,34,34.39,385663,189537,196126,4409,8.4,14.68,206,12190,35444,100.0,4.07,16.39,6275,51.48
중랑구,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16999,4387,439,4400,1147,37,40.08,380307,186364,193943,3882,6.9,15.9,169,13358,33325,102.5,9.1,31.97,7074,52.96
중랑구,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17208,4962,458,4866,1065,41,45.26,379127,185196,193931,3847,6.4,16.97,213,14569,32188,107.72,2.93,7.34,7778,53.39
중랑구,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17374,5305,444,5062,1213,33,51.52,376621,183685,192936,2572,4.0,17.76,209,15793,30655,111.59,2.14,5.76,8428,53.37
